lpermno,datadate,fyear,BE,MKTV.end.of.current.fiscal.year,MKTV.end.of.subsequent.fiscal.year,MKTV.june.of.current.fiscal.year,FF.49
91461,31/12/2010,2010,872.6,12179.45019,11305.45988,10021.68195,45 Banks
91461,31/12/2011,2011,1284.5,11305.45988,8119.44019,12664.24792,45 Banks
91461,31/12/2012,2012,1292.7,8119.44019,9526.32975,10322.09484,45 Banks
91461,31/12/2013,2013,1423.9,9526.32975,9360.24957,9532.16921,45 Banks
91461,31/12/2014,2014,1605.4,9360.24957,9049.58271,9344.94216,45 Banks
91547,31/01/2011,2010,2491,5897.01762,4193.44632,6361.2,36 Softw
91547,31/01/2012,2011,2181,4193.44632,3869.97972,5940.92492,36 Softw
91547,31/01/2013,2012,2643,3869.97972,3980.79923,4139.90112,36 Softw
91556,31/01/2011,2010,1423.895,7532.12625,10867.2592,6506.44255,43 Rtail
91556,31/01/2012,2011,1601.532,10867.2592,12112.26552,9414.9012,43 Rtail
91556,31/01/2013,2012,1851.164,12112.26552,16103.58095,14091.85766,43 Rtail
91556,31/01/2014,2013,2066.173,16103.58095,19651.89036,14172.52118,43 Rtail
91556,31/01/2015,2014,2365.891,19651.89036,21958.35432,13992.71122,43 Rtail
91611,31/12/2010,2010,3472.726,11171.73816,2919.15968,9737.70118,37 Chips
91611,31/12/2011,2011,3663.522,2919.15968,2688.911262,11413.71057,37 Chips
91611,31/12/2012,2012,3622.006,2688.911262,5437.06248,1309.63266,37 Chips
91611,31/12/2013,2013,4513.483,5437.06248,4472.387955,4374.8003,37 Chips
91611,31/12/2014,2014,5027.487,4472.387955,6715.60433,7118.57762,37 Chips
91650,31/12/2010,2010,11364,16199.06778,19998.10875,13005.09909,31 Util
91650,31/12/2011,2011,12005,19998.10875,18235.08,17816.5,31 Util
91650,31/12/2012,2012,13330,18235.08,23866.78918,18968.56628,31 Util
91650,31/12/2013,2013,13462,23866.78918,24357.3,23060.52862,31 Util
91650,31/12/2014,2014,13565,24357.3,16073.57934,28490.6988,31 Util
91883,31/12/2010,2010,18847,23489.04999,20285.94984,18461.73504,32 Telcm
91883,31/12/2011,2011,17728,20285.94984,29329.41506,26252.81208,32 Telcm
91883,31/12/2012,2012,18559,29329.41506,38196.095,25655.7574,32 Telcm
91883,31/12/2013,2013,19041,38196.095,42651.91764,32727.51824,32 Telcm
91883,31/12/2014,2014,20573,42651.91764,52558.71682,41039.5476,32 Telcm
91926,31/12/2013,2013,11643,23501.84862,41169.12779,16025.95695,41 Trans
91926,31/12/2014,2014,8813,41169.12779,39866.36706,32831.73344,41 Trans
91937,31/12/2010,2010,3184.634,4475.59206,3144.4168,2892.60972,32 Telcm
91937,31/12/2011,2011,3744.706,3144.4168,3619.63112,6174.27681,32 Telcm
91937,31/12/2012,2012,4390.281,3619.63112,26942.57876,2197.2753,32 Telcm
92121,30/11/2010,2010,6456.846,10092.95746,13191.288,7605.02214,45 Banks
92121,30/11/2011,2011,8242.211,13191.288,19459.1148,14605.5,45 Banks
92121,30/11/2012,2012,9203,19459.1148,26679.198,17805.65696,45 Banks
92121,31/12/2013,2013,10234,26679.198,29698.4052,23363.847,45 Banks
92121,31/12/2014,2014,10559,29698.4052,22921.69208,28899.66252,45 Banks
92156,30/09/2011,2011,10562,21714.08428,27333.48086,26387.86759,12 MedEq
92156,30/09/2012,2012,11393,27333.48086,30808.6443,25801.873,12 MedEq
92156,30/09/2013,2013,9847,30808.6443,46310.74752,29564.649,12 MedEq
92157,30/09/2011,2011,7807,13077.33531,15685.90976,16164.76888,37 Chips
92157,30/09/2012,2012,8419,15685.90976,22615.71114,13648.89621,37 Chips
92157,30/09/2013,2013,8701,22615.71114,25722.257,18918.54558,37 Chips
92157,30/09/2014,2014,9247,25722.257,24959.23066,25275.61584,37 Chips
92293,31/12/2010,2010,1189,6894.3,8120.574,5087.112,36 Softw
92293,31/12/2011,2011,1514,8120.574,10465.599,10161.76,36 Softw
92293,31/12/2012,2012,1862,10465.599,7433.066,12148.087,36 Softw
92293,31/12/2013,2013,1944,7433.066,6683.04,8207.582,36 Softw
92293,31/12/2014,2014,1793,6683.04,3513.86,6339.54,36 Softw
92602,31/12/2010,2010,5533,106196.4808,136318.3474,84889.99584,5 Smoke
92602,31/12/2011,2011,2205,136318.3474,139725.0529,118744.3689,5 Smoke
92602,31/12/2012,2012,-1601,139725.0529,139596.7236,148827.4274,5 Smoke
92602,31/12/2013,2013,-6289,139596.7236,126550.0868,141667.6163,5 Smoke
92602,31/12/2014,2014,-11080,126550.0868,136198.6114,132609.2599,5 Smoke
92611,30/09/2010,2010,29192,34964.71362,52957.23576,35020.8255,45 Banks
92611,30/09/2011,2011,30642,52957.23576,80510.04962,44088.11814,45 Banks
92611,30/09/2012,2012,31688,80510.04962,112642.6729,65275.52733,45 Banks
92611,30/09/2013,2013,31019,112642.6729,129393.8695,94656.27625,45 Banks
92611,30/09/2014,2014,31558,129393.8695,150111.2861,105227.5254,45 Banks
92618,31/12/2010,2010,3542,7984.55472,8463.76188,9186.38649,3 Soda
92618,31/12/2011,2011,2849,8463.76188,9194.38816,9281.75059,3 Soda
92618,31/12/2012,2012,2910,9194.38816,9775.32696,9267.5625,3 Soda
92618,31/12/2013,2013,3032,9775.32696,13935.23712,9372.20022,3 Soda
92618,31/12/2014,2014,3095,13935.23712,17604.7344,11503.76466,3 Soda
92655,31/12/2010,2010,25825,39718.76118,54026.19768,32281.712,46 Insur
92655,31/12/2011,2011,28292,54026.19768,55405.78032,55883.73204,46 Insur
92655,31/12/2012,2012,33628,55405.78032,75808.8774,60690.708,46 Insur
92655,31/12/2013,2013,33945,75808.8774,97025.27219,66790.05836,46 Insur
92655,31/12/2014,2014,34519,97025.27219,112123.6251,80103.63675,46 Insur
92709,31/12/2010,2010,1872.766,6758.2395,5308.0146,5242.34436,32 Telcm
92709,31/12/2011,2011,1778.728,5308.0146,6691.84512,6537.9444,32 Telcm
92709,31/12/2012,2012,1820.924,6691.84512,9656.92237,6780.32756,32 Telcm
92709,31/12/2013,2013,2099.003,9656.92237,7737.37965,7547.81884,32 Telcm
92709,31/12/2014,2014,1382.447,7737.37965,5223.74936,8812.2097,32 Telcm
92778,31/12/2010,2010,6529,5099.91,4222.4,4392.06,32 Telcm
92778,31/12/2011,2011,6854,4222.4,5458.05,4714.95,32 Telcm
92778,31/12/2012,2012,6563,5458.05,6792.66,4848.712,32 Telcm
92778,31/12/2013,2013,6833,6792.66,9566.364,6244.594,32 Telcm
92778,31/12/2014,2014,6189,9566.364,6582.42,5146.631,32 Telcm
92890,31/12/2010,2010,-324.8,12734.856,13991.02245,10250.34192,2 Food
92890,31/12/2011,2011,-173.9,13991.02245,13377.18547,13803.36965,2 Food
92890,31/12/2012,2012,34.6,13377.18547,16918.2636,16415.1839,2 Food
92890,31/12/2013,2013,307.1,16918.2636,20312.0962,16042.09425,2 Food
92890,31/12/2014,2014,586.7,20312.0962,15563.65035,18829.75017,2 Food
92988,30/06/2010,2010,5375,5729.6351,5707.46715,5046.3008,12 MedEq
92988,30/06/2011,2011,5737,5707.46715,6342.35928,6070.78329,12 MedEq
92988,30/06/2012,2012,5875,6342.35928,8415.51898,5698.80288,12 MedEq
92988,30/06/2013,2013,6024,8415.51898,12117.228,8099.96165,12 MedEq
93002,31/10/2014,2014,3317,25683.84588,40132.52074,18141.24419,37 Chips
93096,31/01/2013,2012,5632.4,14492.95617,19317.7816,18075.26553,43 Rtail
93096,31/01/2014,2013,6016.219,19317.7816,21452.2182,16510.52985,43 Rtail
93096,31/01/2015,2014,6311.628,21452.2182,20909.49845,17397.51744,43 Rtail
93159,31/12/2012,2012,12198.1,13766.95008,13353.8172,10865.61707,30 Oil
93159,31/12/2013,2013,13153.7,13353.8172,7016.0271,13537.19416,30 Oil
93159,31/12/2014,2014,8394.5,7016.0271,3623.96025,12984.59734,30 Oil
93422,31/12/2011,2011,4786.2,5184.6936,5391.60159,7393.78714,30 Oil
93422,31/12/2012,2012,4759.5,5391.60159,5494.96265,5346.22842,30 Oil
93422,31/12/2013,2013,4937.2,5494.96265,3642.61278,4979.9817,30 Oil
93422,31/12/2014,2014,5438,3642.61278,2368.2758,6212.415,30 Oil
